age_group,scenario_name,target,target_end_date,location,value,type,quantile,model_projection_date
0-4,no_change,1 wk ahead inc death,10/16/2021,Alaska,0,quantile,0.025,10/10/2021
0-4,no_change,1 wk ahead inc death,10/16/2021,Alaska,0,quantile,0.5,10/10/2021
0-4,no_change,1 wk ahead inc death,10/16/2021,Alaska,0,quantile,0.975,10/10/2021
0-4,no_change,2 wk ahead inc death,10/23/2021,Alaska,0,quantile,0.025,10/10/2021
0-4,no_change,2 wk ahead inc death,10/23/2021,Alaska,0,quantile,0.5,10/10/2021
0-4,no_change,2 wk ahead inc death,10/23/2021,Alaska,0,quantile,0.975,10/10/2021
0-4,no_change,3 wk ahead inc death,10/30/2021,Alaska,0,quantile,0.025,10/10/2021
0-4,no_change,3 wk ahead inc death,10/30/2021,Alaska,0,quantile,0.5,10/10/2021
0-4,no_change,3 wk ahead inc death,10/30/2021,Alaska,0,quantile,0.975,10/10/2021
0-4,no_change,4 wk ahead inc death,11/06/2021,Alaska,0,quantile,0.025,10/10/2021
0-4,no_change,4 wk ahead inc death,11/06/2021,Alaska,0,quantile,0.5,10/10/2021
0-4,no_change,4 wk ahead inc death,11/06/2021,Alaska,0,quantile,0.975,10/10/2021
0-4,no_change,5 wk ahead inc death,11/13/2021,Alaska,0,quantile,0.025,10/10/2021
0-4,no_change,5 wk ahead inc death,11/13/2021,Alaska,0,quantile,0.5,10/10/2021
0-4,no_change,5 wk ahead inc death,11/13/2021,Alaska,0,quantile,0.975,10/10/2021
0-4,no_change,6 wk ahead inc death,11/20/2021,Alaska,0,quantile,0.025,10/10/2021
0-4,no_change,6 wk ahead inc death,11/20/2021,Alaska,0,quantile,0.5,10/10/2021
0-4,no_change,6 wk ahead inc death,11/20/2021,Alaska,0,quantile,0.975,10/10/2021
0-4,no_change,1 wk ahead inc death,10/16/2021,Alabama,0,quantile,0.025,10/10/2021
0-4,no_change,1 wk ahead inc death,10/16/2021,Alabama,0,quantile,0.5,10/10/2021
0-4,no_change,1 wk ahead inc death,10/16/2021,Alabama,0,quantile,0.975,10/10/2021
0-4,no_change,2 wk ahead inc death,10/23/2021,Alabama,0,quantile,0.025,10/10/2021
0-4,no_change,2 wk ahead inc death,10/23/2021,Alabama,0,quantile,0.5,10/10/2021
0-4,no_change,2 wk ahead inc death,10/23/2021,Alabama,0,quantile,0.975,10/10/2021
0-4,no_change,3 wk ahead inc death,10/30/2021,Alabama,0,quantile,0.025,10/10/2021
0-4,no_change,3 wk ahead inc death,10/30/2021,Alabama,0,quantile,0.5,10/10/2021
0-4,no_change,3 wk ahead inc death,10/30/2021,Alabama,0,quantile,0.975,10/10/2021
0-4,no_change,4 wk ahead inc death,11/06/2021,Alabama,0,quantile,0.025,10/10/2021
0-4,no_change,4 wk ahead inc death,11/06/2021,Alabama,0,quantile,0.5,10/10/2021
0-4,no_change,4 wk ahead inc death,11/06/2021,Alabama,0,quantile,0.975,10/10/2021
0-4,no_change,5 wk ahead inc death,11/13/2021,Alabama,0,quantile,0.025,10/10/2021
0-4,no_change,5 wk ahead inc death,11/13/2021,Alabama,0,quantile,0.5,10/10/2021
0-4,no_change,5 wk ahead inc death,11/13/2021,Alabama,0,quantile,0.975,10/10/2021
0-4,no_change,6 wk ahead inc death,11/20/2021,Alabama,0,quantile,0.025,10/10/2021
0-4,no_change,6 wk ahead inc death,11/20/2021,Alabama,0,quantile,0.5,10/10/2021
0-4,no_change,6 wk ahead inc death,11/20/2021,Alabama,0,quantile,0.975,10/10/2021
0-4,no_change,1 wk ahead inc death,10/16/2021,Arkansas,0,quantile,0.025,10/10/2021
0-4,no_change,1 wk ahead inc death,10/16/2021,Arkansas,0,quantile,0.5,10/10/2021
0-4,no_change,1 wk ahead inc death,10/16/2021,Arkansas,0,quantile,0.975,10/10/2021
0-4,no_change,2 wk ahead inc death,10/23/2021,Arkansas,0,quantile,0.025,10/10/2021
0-4,no_change,2 wk ahead inc death,10/23/2021,Arkansas,0,quantile,0.5,10/10/2021
0-4,no_change,2 wk ahead inc death,10/23/2021,Arkansas,0,quantile,0.975,10/10/2021
0-4,no_change,3 wk ahead inc death,10/30/2021,Arkansas,0,quantile,0.025,10/10/2021
0-4,no_change,3 wk ahead inc death,10/30/2021,Arkansas,0,quantile,0.5,10/10/2021
0-4,no_change,3 wk ahead inc death,10/30/2021,Arkansas,0,quantile,0.975,10/10/2021
0-4,no_change,4 wk ahead inc death,11/06/2021,Arkansas,0,quantile,0.025,10/10/2021
0-4,no_change,4 wk ahead inc death,11/06/2021,Arkansas,0,quantile,0.5,10/10/2021
0-4,no_change,4 wk ahead inc death,11/06/2021,Arkansas,0,quantile,0.975,10/10/2021
0-4,no_change,5 wk ahead inc death,11/13/2021,Arkansas,0,quantile,0.025,10/10/2021
0-4,no_change,5 wk ahead inc death,11/13/2021,Arkansas,0,quantile,0.5,10/10/2021
0-4,no_change,5 wk ahead inc death,11/13/2021,Arkansas,0,quantile,0.975,10/10/2021
0-4,no_change,6 wk ahead inc death,11/20/2021,Arkansas,0,quantile,0.025,10/10/2021
0-4,no_change,6 wk ahead inc death,11/20/2021,Arkansas,0,quantile,0.5,10/10/2021
0-4,no_change,6 wk ahead inc death,11/20/2021,Arkansas,0,quantile,0.975,10/10/2021
0-4,no_change,1 wk ahead inc death,10/16/2021,Arizona,0,quantile,0.025,10/10/2021
0-4,no_change,1 wk ahead inc death,10/16/2021,Arizona,0,quantile,0.5,10/10/2021
0-4,no_change,1 wk ahead inc death,10/16/2021,Arizona,0,quantile,0.975,10/10/2021
0-4,no_change,2 wk ahead inc death,10/23/2021,Arizona,0,quantile,0.025,10/10/2021
0-4,no_change,2 wk ahead inc death,10/23/2021,Arizona,0,quantile,0.5,10/10/2021
0-4,no_change,2 wk ahead inc death,10/23/2021,Arizona,0,quantile,0.975,10/10/2021
0-4,no_change,3 wk ahead inc death,10/30/2021,Arizona,0,quantile,0.025,10/10/2021
0-4,no_change,3 wk ahead inc death,10/30/2021,Arizona,0,quantile,0.5,10/10/2021
0-4,no_change,3 wk ahead inc death,10/30/2021,Arizona,0,quantile,0.975,10/10/2021
0-4,no_change,4 wk ahead inc death,11/06/2021,Arizona,0,quantile,0.025,10/10/2021
0-4,no_change,4 wk ahead inc death,11/06/2021,Arizona,0,quantile,0.5,10/10/2021
0-4,no_change,4 wk ahead inc death,11/06/2021,Arizona,0,quantile,0.975,10/10/2021
0-4,no_change,5 wk ahead inc death,11/13/2021,Arizona,0,quantile,0.025,10/10/2021
0-4,no_change,5 wk ahead inc death,11/13/2021,Arizona,0,quantile,0.5,10/10/2021
0-4,no_change,5 wk ahead inc death,11/13/2021,Arizona,0,quantile,0.975,10/10/2021
0-4,no_change,6 wk ahead inc death,11/20/2021,Arizona,0,quantile,0.025,10/10/2021
0-4,no_change,6 wk ahead inc death,11/20/2021,Arizona,0,quantile,0.5,10/10/2021
0-4,no_change,6 wk ahead inc death,11/20/2021,Arizona,0,quantile,0.975,10/10/2021
0-4,no_change,1 wk ahead inc death,10/16/2021,California,0,quantile,0.025,10/10/2021
0-4,no_change,1 wk ahead inc death,10/16/2021,California,0,quantile,0.5,10/10/2021
0-4,no_change,1 wk ahead inc death,10/16/2021,California,0,quantile,0.975,10/10/2021
0-4,no_change,2 wk ahead inc death,10/23/2021,California,0,quantile,0.025,10/10/2021
0-4,no_change,2 wk ahead inc death,10/23/2021,California,0,quantile,0.5,10/10/2021
0-4,no_change,2 wk ahead inc death,10/23/2021,California,0,quantile,0.975,10/10/2021
0-4,no_change,3 wk ahead inc death,10/30/2021,California,0,quantile,0.025,10/10/2021
0-4,no_change,3 wk ahead inc death,10/30/2021,California,0,quantile,0.5,10/10/2021
0-4,no_change,3 wk ahead inc death,10/30/2021,California,0,quantile,0.975,10/10/2021
0-4,no_change,4 wk ahead inc death,11/06/2021,California,0,quantile,0.025,10/10/2021
0-4,no_change,4 wk ahead inc death,11/06/2021,California,0,quantile,0.5,10/10/2021
0-4,no_change,4 wk ahead inc death,11/06/2021,California,0,quantile,0.975,10/10/2021
0-4,no_change,5 wk ahead inc death,11/13/2021,California,0,quantile,0.025,10/10/2021
0-4,no_change,5 wk ahead inc death,11/13/2021,California,0,quantile,0.5,10/10/2021
0-4,no_change,5 wk ahead inc death,11/13/2021,California,0,quantile,0.975,10/10/2021
0-4,no_change,6 wk ahead inc death,11/20/2021,California,0,quantile,0.025,10/10/2021
0-4,no_change,6 wk ahead inc death,11/20/2021,California,0,quantile,0.5,10/10/2021
0-4,no_change,6 wk ahead inc death,11/20/2021,California,0,quantile,0.975,10/10/2021
0-4,no_change,1 wk ahead inc death,10/16/2021,Colorado,0,quantile,0.025,10/10/2021
0-4,no_change,1 wk ahead inc death,10/16/2021,Colorado,0,quantile,0.5,10/10/2021
0-4,no_change,1 wk ahead inc death,10/16/2021,Colorado,0,quantile,0.975,10/10/2021
0-4,no_change,2 wk ahead inc death,10/23/2021,Colorado,0,quantile,0.025,10/10/2021
0-4,no_change,2 wk ahead inc death,10/23/2021,Colorado,0,quantile,0.5,10/10/2021
0-4,no_change,2 wk ahead inc death,10/23/2021,Colorado,0,quantile,0.975,10/10/2021
0-4,no_change,3 wk ahead inc death,10/30/2021,Colorado,0,quantile,0.025,10/10/2021
0-4,no_change,3 wk ahead inc death,10/30/2021,Colorado,0,quantile,0.5,10/10/2021
0-4,no_change,3 wk ahead inc death,10/30/2021,Colorado,0,quantile,0.975,10/10/2021
0-4,no_change,4 wk ahead inc death,11/06/2021,Colorado,0,quantile,0.025,10/10/2021
0-4,no_change,4 wk ahead inc death,11/06/2021,Colorado,0,quantile,0.5,10/10/2021
0-4,no_change,4 wk ahead inc death,11/06/2021,Colorado,0,quantile,0.975,10/10/2021
0-4,no_change,5 wk ahead inc death,11/13/2021,Colorado,0,quantile,0.025,10/10/2021
0-4,no_change,5 wk ahead inc death,11/13/2021,Colorado,0,quantile,0.5,10/10/2021
0-4,no_change,5 wk ahead inc death,11/13/2021,Colorado,0,quantile,0.975,10/10/2021
